text,true_label,pred_label,confidence,details
一般。感觉跟私人饭馆的一样。锅贴太硬孩子不吃,负面,中性,0.999734103679657,"{'neutral_prob': 0.999734103679657, 'non_neutral_prob': 0.0002659096207935363}"
鸡肉有点老，味道不错,正面,中性,0.9981977343559265,"{'neutral_prob': 0.9981977343559265, 'non_neutral_prob': 0.0018022586591541767}"
大冷天，辛苦了。新年快乐。,负面,正面,0.9822375178337097,"{'positive_prob': 0.9822375178337097, 'negative_prob': 0.01776246167719364}"
"最近经常在这家店定,除了饭盒每次菜的味道差别都特大",负面,中性,0.9810287356376648,"{'neutral_prob': 0.9810287356376648, 'non_neutral_prob': 0.01897125504910946}"
菜超级少！！,负面,中性,0.9263596534729004,"{'neutral_prob': 0.9263596534729004, 'non_neutral_prob': 0.07364033162593842}"
"实在是等的时间太长太长了，送餐员也不容易，说电动车爆胎了。。。我也很无奈哇~,菜品味道还可以吧，有点儿咸，我喝了一下午的水。。。",负面,中性,0.9994350075721741,"{'neutral_prob': 0.9994350075721741, 'non_neutral_prob': 0.0005650244420394301}"
超时25分钟，还有五分钟就半价。饭都不怎么热了，温温的。还有这家店，米饭能多给点么？总得吃饱吧？,负面,中性,0.9766536355018616,"{'neutral_prob': 0.9766536355018616, 'non_neutral_prob': 0.02334635518491268}"
还不错，量挺大。,正面,中性,0.9186816215515137,"{'neutral_prob': 0.9186816215515137, 'non_neutral_prob': 0.08131831139326096}"
电话没人接，至少迟送了4个小时，以后再也不会买了！幸亏不特别饿，要不会饿死！！！,负面,中性,0.6009936332702637,"{'neutral_prob': 0.6009936332702637, 'non_neutral_prob': 0.39900630712509155}"
"这次的饭问题很大，第一付款项目中有鸡蛋但是未送。第二,米饭里居然有韭菜！第三,菜里有瓜子皮！不会再订！！！很差",负面,中性,0.6024595499038696,"{'neutral_prob': 0.6024595499038696, 'non_neutral_prob': 0.397540420293808}"
晚送了将近四十分钟！饭都凉了根本没法吃！太失败了,负面,中性,0.9414347410202026,"{'neutral_prob': 0.9414347410202026, 'non_neutral_prob': 0.05856527015566826}"
送的这是啥啊，饭是夹生的，汤是温的，太能糊弄人了，这是第一次也是最后一次，这要是在店里，肯定要他给我换啊，这送餐还不是饭点呢。无语的狠啊，擦,负面,中性,0.8937202095985413,"{'neutral_prob': 0.8937202095985413, 'non_neutral_prob': 0.10627976804971695}"
"配送人员很有素质,就是菜品太一般,宫爆鸡丁儿太甜了",负面,中性,0.9993276596069336,"{'neutral_prob': 0.9993276596069336, 'non_neutral_prob': 0.0006723323022015393}"
没有想像中好，及第煎饼不止微辣，豆浆是固体的，糖都匀不开，只有豆腐脑味道还不错，可是撒了一袋子。,负面,中性,0.9978238344192505,"{'neutral_prob': 0.9978238344192505, 'non_neutral_prob': 0.00217623938806355}"
送餐时间太长，饭太一般了，汤是调料冲的,负面,中性,0.999691367149353,"{'neutral_prob': 0.999691367149353, 'non_neutral_prob': 0.0003086380602326244}"
第一次给差评，凉菜汤洒了半塑料袋，菜全堆饭盒半边，还不够我收拾的，送餐的耍双截棍改行的吧,负面,中性,0.9785304665565491,"{'neutral_prob': 0.9785304665565491, 'non_neutral_prob': 0.021469546481966972}"
"2:30送到,小伙伴们,看着办吧",负面,中性,0.9159660935401917,"{'neutral_prob': 0.9159660935401917, 'non_neutral_prob': 0.08403389155864716}"
11月底刚住过。这家酒店规模太小，楼小只有8层，像个不起眼的小酒店。我的房费是988元，这个钱数可以住其他更气派的酒店了。下次不住这儿了。,正面,负面,0.6546987295150757,"{'positive_prob': 0.34530121088027954, 'negative_prob': 0.6546987295150757}"
好吃，豆腐脑的盒子改良后比原来好多了！,正面,中性,0.8650793433189392,"{'neutral_prob': 0.8650793433189392, 'non_neutral_prob': 0.13492059707641602}"
送餐没准！！！想送就送，不想送就不送,负面,中性,0.5112587809562683,"{'neutral_prob': 0.5112587809562683, 'non_neutral_prob': 0.4887412488460541}"
味道没店里的好。订单少送一个绿豆沙，发票的单子的价格也是错的，懒得再打电话，送了1个小时20分钟才送到，再也不吃他家外卖了,负面,中性,0.9809792637825012,"{'neutral_prob': 0.9809792637825012, 'non_neutral_prob': 0.019020669162273407}"
两种口味的饺子给我掺在一起放的！两个盒子不应该一个盒一个口味吗？！,负面,中性,0.8520361185073853,"{'neutral_prob': 0.8520361185073853, 'non_neutral_prob': 0.14796394109725952}"
送餐太尼玛慢了,负面,中性,0.9964834451675415,"{'neutral_prob': 0.9964834451675415, 'non_neutral_prob': 0.0035165122244507074}"
太sb了，要的肘子送个鸡腿,负面,中性,0.9855979084968567,"{'neutral_prob': 0.9855979084968567, 'non_neutral_prob': 0.014402065426111221}"
"房间小,感觉卫生不太好,整个环境显的很陈旧.服务一般.",正面,中性,0.8365942239761353,"{'neutral_prob': 0.8365942239761353, 'non_neutral_prob': 0.16340574622154236}"
炒的跟以前的味不一样，太咸,负面,中性,0.9956272840499878,"{'neutral_prob': 0.9956272840499878, 'non_neutral_prob': 0.004372689872980118}"
太差劲了，送来时纸袋底儿漏了，粥都扣了，一个饼外包装开了也是掉过地上的。我们说剩下这么点我们两个人怎么够吃，送餐员态度无语了，说：你再点呗我有什么办法！,负面,中性,0.8327329754829407,"{'neutral_prob': 0.8327329754829407, 'non_neutral_prob': 0.1672670692205429}"
就还行，没有很好吃,负面,中性,0.9964908957481384,"{'neutral_prob': 0.9964908957481384, 'non_neutral_prob': 0.0035090644378215075}"
不好吃，牛肉一股腥味，馅饼都没熟,负面,中性,0.997772753238678,"{'neutral_prob': 0.997772753238678, 'non_neutral_prob': 0.002227171789854765}"
一家欧式风格的酒店，大堂气派，房间也不错，还有水果、咖啡送。“美林阁”餐厅在上海挺有名气，特地去品尝了一下，的确不错，凭房卡还可以打8.8折。一楼大堂西侧有一个酒吧，晚上和几个朋友一起小坐了一会儿，里...,正面,中性,0.8169625997543335,"{'neutral_prob': 0.8169625997543335, 'non_neutral_prob': 0.18303734064102173}"
"我真的真的希望你们能把肥肉和海带这个菜去掉,一口都吃不下去",负面,中性,0.7666059136390686,"{'neutral_prob': 0.7666059136390686, 'non_neutral_prob': 0.23339413106441498}"
很好吃，。送餐准时！！！,正面,中性,0.41637763381004333,"{'neutral_prob': 0.41637763381004333, 'non_neutral_prob': 0.5836223363876343}"
送到还是温的，这大冷天，辛苦骑士了!,正面,中性,0.5617479681968689,"{'neutral_prob': 0.5617479681968689, 'non_neutral_prob': 0.4382520020008087}"
订单上有饮料，送来的却没有.菜一般，送饭一个小时左右,负面,中性,0.9995861649513245,"{'neutral_prob': 0.9995861649513245, 'non_neutral_prob': 0.00041386313387192786}"
汤多些面少些更好。,正面,中性,0.9798572659492493,"{'neutral_prob': 0.9798572659492493, 'non_neutral_prob': 0.020142773166298866}"
卷饼的量太小了，，,负面,中性,0.9920127987861633,"{'neutral_prob': 0.9920127987861633, 'non_neutral_prob': 0.007987193763256073}"
送了2个小时才送到，确实有些慢了,负面,中性,0.969176709651947,"{'neutral_prob': 0.969176709651947, 'non_neutral_prob': 0.030823297798633575}"
全是肉啊。,正面,中性,0.8453245162963867,"{'neutral_prob': 0.8453245162963867, 'non_neutral_prob': 0.1546754539012909}"
在店里用百度外卖下的单，收了配送费，但是不送饮料～我和我的同学，我们班的同学，都不会再来了～,负面,中性,0.9667977094650269,"{'neutral_prob': 0.9667977094650269, 'non_neutral_prob': 0.03320229426026344}"
史上最难吃的卷饼啊！！！包装精美，但是卷饼本身做的太差了，口感、味道、馅料都不行的说。。,负面,中性,0.9315656423568726,"{'neutral_prob': 0.9315656423568726, 'non_neutral_prob': 0.06843430548906326}"
有点小辣，还不错，不过男生吃可能会太少,正面,中性,0.9955772161483765,"{'neutral_prob': 0.9955772161483765, 'non_neutral_prob': 0.004422791767865419}"
试过了大大小小的品种，煎饼品质比较统一，基本都好吃。凉面真的不好吃，抄手的汤太咸，因为外卖路上耽搁，整盒抄手已经全被酱汁泡成深色，非常咸。这两样品质配合15和18的价格让人感觉贵的不值得，严重不推荐。...,负面,中性,0.9977051615715027,"{'neutral_prob': 0.9977051615715027, 'non_neutral_prob': 0.0022948747500777245}"
一直吃他家湘菜～味道正宗。,正面,中性,0.8960654139518738,"{'neutral_prob': 0.8960654139518738, 'non_neutral_prob': 0.10393455624580383}"
赞赞！加红豆味道更好！,正面,中性,0.7714749574661255,"{'neutral_prob': 0.7714749574661255, 'non_neutral_prob': 0.2285250723361969}"
"肉夹馍是脆皮的,味道还可以,凉皮子一般,油条不错",负面,中性,0.9996753931045532,"{'neutral_prob': 0.9996753931045532, 'non_neutral_prob': 0.00032467907294631004}"
超级准时，面好辣呀！,正面,中性,0.8478881120681763,"{'neutral_prob': 0.8478881120681763, 'non_neutral_prob': 0.15211187303066254}"
第一次点餐，太惊艳了，在这种雾霾天，下单之后20分钟就送到了，还没品尝，直接全给五星好评，外卖小哥辛苦了，你们要注意身体哦，么么哒,正面,中性,0.9471778869628906,"{'neutral_prob': 0.9471778869628906, 'non_neutral_prob': 0.05282213166356087}"
这次好快！第一次吃酱香鸡肉的，不过鸡肉还不是太入味儿啦，然后吃起来略干。,负面,中性,0.9983721375465393,"{'neutral_prob': 0.9983721375465393, 'non_neutral_prob': 0.0016279381234198809}"
卷饼不错好吃，粥一般,正面,中性,0.9996873140335083,"{'neutral_prob': 0.9996873140335083, 'non_neutral_prob': 0.00031276640947908163}"
豆浆不好喝…南瓜粥洒的满袋子都是…薄脆煎饼跟豆腐脑还是很好吃的,负面,中性,0.7851207256317139,"{'neutral_prob': 0.7851207256317139, 'non_neutral_prob': 0.21487931907176971}"
外卖的正一味跟店里的饭菜简直不是同一家的东西,负面,中性,0.9700296521186829,"{'neutral_prob': 0.9700296521186829, 'non_neutral_prob': 0.02997029572725296}"
"房间内饰尚新,服务也比较好.稍感不便的地方是坐电梯的时候必须插入门卡.(虽然目的是为了客人的安全)但是实际上给客人造成的不便估计更大.从楼层到地下停车场需要到一层转换电梯.还有值得注意的是部分房间内部...",正面,中性,0.7919133305549622,"{'neutral_prob': 0.7919133305549622, 'non_neutral_prob': 0.20808669924736023}"
鸡丝凉面不好吃，鸡柳煎饼的鸡柳在哪呢？,负面,中性,0.6636423468589783,"{'neutral_prob': 0.6636423468589783, 'non_neutral_prob': 0.3363576829433441}"
还是一样的好吃，今天还送个王老吉，很不错哦！,正面,中性,0.9524147510528564,"{'neutral_prob': 0.9524147510528564, 'non_neutral_prob': 0.047585323452949524}"
嘿嘿，第一家按照我选的时间送餐。好吃不贵，赞,正面,中性,0.9380098581314087,"{'neutral_prob': 0.9380098581314087, 'non_neutral_prob': 0.06199011579155922}"
送到的和预定是驴头不对马嘴,负面,中性,0.38297778367996216,"{'neutral_prob': 0.38297778367996216, 'non_neutral_prob': 0.6170222163200378}"
香草的里面完全没有咖啡，就是杯奶！,负面,中性,0.9334975481033325,"{'neutral_prob': 0.9334975481033325, 'non_neutral_prob': 0.06650247424840927}"
这么大的风，快递还很快，而且菜味道不错！,正面,中性,0.5492363572120667,"{'neutral_prob': 0.5492363572120667, 'non_neutral_prob': 0.4507635831832886}"
送不到就不要接单好了，上午十点半下单下午一点半才送到，打电话店员态度不应该诚恳点？你还有理了？卷饼味道一般，凉的，像是剩菜。,负面,中性,0.9997119307518005,"{'neutral_prob': 0.9997119307518005, 'non_neutral_prob': 0.00028807067428715527}"
不喜欢这个酒店，感觉同它的星级相差很远：1。没有门童，没人会来帮你提行李。2。前台态度冷漠，口气太生硬。3。我刚办了入住，把我的房号写错，害我提着行李上上下下的跑。4。自说自话把我同事的订单取消，携程...,中性,负面,0.993782103061676,"{'positive_prob': 0.006217950955033302, 'negative_prob': 0.993782103061676}"
送餐很慢，就定了两次，每次都严重超时！本应12“15送到，结果晚了一个小时！再也不要定他家了！！！,负面,中性,0.9684110283851624,"{'neutral_prob': 0.9684110283851624, 'non_neutral_prob': 0.031588952988386154}"
总体感觉还行，最值得称道的是不断的改进。最初没有提供浴袍，后来也提供了。后来也提供了免费的矿泉水，不知是否下次提供免费的水果吧？这样就像一个四星级酒店了,正面,中性,0.9823273420333862,"{'neutral_prob': 0.9823273420333862, 'non_neutral_prob': 0.017672637477517128}"
95分钟才送达，送达已不能吃，客服态度之差简直了,负面,中性,0.8770938515663147,"{'neutral_prob': 0.8770938515663147, 'non_neutral_prob': 0.1229061409831047}"
"速度慢,卷饼凉,太难吃",负面,中性,0.9783212542533875,"{'neutral_prob': 0.9783212542533875, 'non_neutral_prob': 0.02167869172990322}"
"这家酒店位置,房间性价比都不错的.但不知是不是由于客人多,服务自然下降.携程的客人好象在这里不太受欢迎.每次入住,要不是订的大床间没有,要不是房间没有,要不是还没有打扫出来.而且不能积会员卡的分.前台...",正面,负面,0.5012713074684143,"{'positive_prob': 0.4987286627292633, 'negative_prob': 0.5012713074684143}"
豆浆不错到手一点没撒而且还是热的！赞快递,正面,中性,0.979001522064209,"{'neutral_prob': 0.979001522064209, 'non_neutral_prob': 0.020998429507017136}"
魚香油太多，有點不好收拾,正面,中性,0.9435049295425415,"{'neutral_prob': 0.9435049295425415, 'non_neutral_prob': 0.0564950667321682}"
今天定的这个纯素的口味不太好，里头放了豆瓣酱还是什么的太浓了，有点发苦。。送餐时间太长，一共用了1个半小时多。皮蛋粥还不错。,负面,中性,0.9952817559242249,"{'neutral_prob': 0.9952817559242249, 'non_neutral_prob': 0.004718232899904251}"
煎饼是我吃过的最好吃的煎饼，大个，重要的是没有一点没糊，油条非常低油，感觉很健康，味道也很好。抄手很够味，但调料稍微偏咸。豆腐脑很赞！很实，卤汁很解渴。椒盐双菇也不错。,正面,中性,0.3720826804637909,"{'neutral_prob': 0.3720826804637909, 'non_neutral_prob': 0.6279172897338867}"
"第一晚本来预定了喜来登,结果朋友说还是要去天堂住一下,经不住她的劝说我们就去了,谁知这只是恶梦的开始.房间烟味很重不说,空调的声音还吵的不行,跟服务员说换房,结果等了半天终于给我们换了一间看上去还不错...",正面,负面,0.9891740083694458,"{'positive_prob': 0.01082604005932808, 'negative_prob': 0.9891740083694458}"
好吃，但是被烫泡发了,正面,中性,0.9919025301933289,"{'neutral_prob': 0.9919025301933289, 'non_neutral_prob': 0.008097509853541851}"
凉面送来的时候有些软～但还是很好吃,正面,中性,0.8887810707092285,"{'neutral_prob': 0.8887810707092285, 'non_neutral_prob': 0.1112189069390297}"
送餐速度很快！就是忘了点备注的需要餐具了，以后能不能直接送餐具？,正面,中性,0.7180414795875549,"{'neutral_prob': 0.7180414795875549, 'non_neutral_prob': 0.28195852041244507}"
总体来说还可过得去。我们入住时，房间还未打扫，和酒店人员反应，马上处理了。房内设施应该只够三星！宾馆反馈2007年7月27日：现在正值旺季，酒店的入住率较高，所以出现了上述情况，我们对此表示歉意。目前...,正面,中性,0.8056169152259827,"{'neutral_prob': 0.8056169152259827, 'non_neutral_prob': 0.19438309967517853}"
我没有吃到，还已完成,负面,中性,0.9854553937911987,"{'neutral_prob': 0.9854553937911987, 'non_neutral_prob': 0.014544619247317314}"
味道还不错，比想象中小......感觉不是很值,正面,中性,0.7405783534049988,"{'neutral_prob': 0.7405783534049988, 'non_neutral_prob': 0.25942161679267883}"
鸡腿真的不如全素套餐好吃，不是想象的那种炸鸡腿，感觉山寨，强烈希望20元套餐回来！！,负面,中性,0.9937469959259033,"{'neutral_prob': 0.9937469959259033, 'non_neutral_prob': 0.0062529463320970535}"
预计19点25送达，实际20点30才送到。这么久温度就不说了，粥撒了一半在塑料袋里，还真是挺稠的……万幸的是没给我餐具啊！这要给了餐具不都让粥泡了，真贴心,负面,中性,0.9943665862083435,"{'neutral_prob': 0.9943665862083435, 'non_neutral_prob': 0.005633373744785786}"
当时我们点的饭跟汤送达时都已经凉了，其他还好，就是送的时间长。,负面,中性,0.9854682087898254,"{'neutral_prob': 0.9854682087898254, 'non_neutral_prob': 0.01453176885843277}"
一个半小时才送到，图片上的饮料也没有，一点也不值21元。以后没有优惠卷活动了肯定不吃了。,负面,中性,0.919301450252533,"{'neutral_prob': 0.919301450252533, 'non_neutral_prob': 0.08069854229688644}"
味道很差，鸡排就跟生的似的,负面,中性,0.962007999420166,"{'neutral_prob': 0.962007999420166, 'non_neutral_prob': 0.037991996854543686}"
送外卖的你疯了，天天喊外卖没见你这样的，袋子里全洒透了，米饭被挤压成半盒了，你特么得多剧烈运动才能这样,负面,中性,0.7866146564483643,"{'neutral_prob': 0.7866146564483643, 'non_neutral_prob': 0.21338540315628052}"
豆皮估计好久不做了，手法生疏了啊～我点的酒酿小汤圆变成了酒酿蛋花。。。,正面,中性,0.9765440225601196,"{'neutral_prob': 0.9765440225601196, 'non_neutral_prob': 0.023455960676074028}"
每次都不把送餐费用打到发票总金额里，下次再这样，只按照发票金额付费了。,负面,中性,0.47935065627098083,"{'neutral_prob': 0.47935065627098083, 'non_neutral_prob': 0.5206493735313416}"
"太难吃,说是20元的,赶不上10元的盒饭好吃,百度给我们出的钱让他赚去了,绝对不会吃第二次的,差评！",负面,中性,0.7181193828582764,"{'neutral_prob': 0.7181193828582764, 'non_neutral_prob': 0.28188061714172363}"
还行吧，素炒饼咸了，什锦炒饭淡了，醋溜木须油大了,正面,中性,0.9997226595878601,"{'neutral_prob': 0.9997226595878601, 'non_neutral_prob': 0.00027737594791688025}"
"喝了好几年快乐柠檬,第一次喝曲奇奶茶,个人觉得不好喝,本人还是更喜欢茶类冰饮,给配送员赞一个,大冬天的",正面,中性,0.8450354933738708,"{'neutral_prob': 0.8450354933738708, 'non_neutral_prob': 0.15496453642845154}"
送货速度真的太快了！！,正面,中性,0.6479224562644958,"{'neutral_prob': 0.6479224562644958, 'non_neutral_prob': 0.35207754373550415}"
除大堂像一个挂牌五星级酒店外，其他真的没找到可以达标的。设施陈旧，比如地毯差，而且脏！床和被子跟一般的小酒店差不多，卫生间也一般，总之在大堂感觉很好，到了房间就发现被大堂忽悠了！,负面,中性,0.5360018014907837,"{'neutral_prob': 0.5360018014907837, 'non_neutral_prob': 0.4639981687068939}"
面时间太长了，坨了，不好吃了,负面,中性,0.975326418876648,"{'neutral_prob': 0.975326418876648, 'non_neutral_prob': 0.024673592299222946}"
各种晚啊，要么就提前2小时送，总之完全不看预定时间的,负面,中性,0.7036605477333069,"{'neutral_prob': 0.7036605477333069, 'non_neutral_prob': 0.2963395118713379}"
不错，搭个粥就完美了,正面,中性,0.9651543498039246,"{'neutral_prob': 0.9651543498039246, 'non_neutral_prob': 0.034845657646656036}"
特别慢，不好吃,负面,中性,0.972850501537323,"{'neutral_prob': 0.972850501537323, 'non_neutral_prob': 0.027149438858032227}"
不用尝了不好吃,负面,中性,0.9857494831085205,"{'neutral_prob': 0.9857494831085205, 'non_neutral_prob': 0.014250552281737328}"
"房间设施远达不到四星水平,勉强也就是三星.",负面,中性,0.8614754676818848,"{'neutral_prob': 0.8614754676818848, 'non_neutral_prob': 0.13852454721927643}"
咸菜丝有些糟糕呀，哎。吃饱没问题，吃好有些难度,负面,中性,0.9795802235603333,"{'neutral_prob': 0.9795802235603333, 'non_neutral_prob': 0.02041979506611824}"
希望很快送到就好了,正面,中性,0.6719517707824707,"{'neutral_prob': 0.6719517707824707, 'non_neutral_prob': 0.3280482888221741}"
点的蔬菜肘子卷，里面除了肉就只有几片圆白菜！图片上的豆芽呢？！黄瓜呢？！绿蔬呢？！洋葱呢？！辣白菜呢？！差差差差差评！！！再也不会点第二次。,负面,中性,0.7829527854919434,"{'neutral_prob': 0.7829527854919434, 'non_neutral_prob': 0.21704716980457306}"
一般般，凉菜，笋丝和木耳味道不好,负面,中性,0.9996464252471924,"{'neutral_prob': 0.9996464252471924, 'non_neutral_prob': 0.00035353851853869855}"
鱼香肉丝没有一根肉就算了！还吃出来根头发！我真是！！！气死了！！！,负面,中性,0.5927221775054932,"{'neutral_prob': 0.5927221775054932, 'non_neutral_prob': 0.40727782249450684}"
11:01订单成功，商家11:04确认，预计11:41到达，快递12:27才给我打的电话，那这样预计有什么用呀。多耽误事情，大热天的送来饭都凉了。差评,负面,中性,0.8122105598449707,"{'neutral_prob': 0.8122105598449707, 'non_neutral_prob': 0.18778949975967407}"
位置没有携程说的那么中心，距离天河购物中心开车约6-7分钟，走路的话就免了吧。酒店设施和装修很一般，最多一个三星标准。不会再选择这个地方住。,负面,中性,0.9176956415176392,"{'neutral_prob': 0.9176956415176392, 'non_neutral_prob': 0.08230439573526382}"
晚上果然送的更快，要是能把我定的两个一起送来就更好了，支持支持！赞！,正面,中性,0.3616749048233032,"{'neutral_prob': 0.3616749048233032, 'non_neutral_prob': 0.6383250951766968}"
特别小，女孩都不够吃。。。,负面,中性,0.9461249709129333,"{'neutral_prob': 0.9461249709129333, 'non_neutral_prob': 0.053875043988227844}"
慢了半小时,负面,中性,0.9856294989585876,"{'neutral_prob': 0.9856294989585876, 'non_neutral_prob': 0.01437054667621851}"
"不好吃呢，配菜不新鲜，,失望呀",负面,中性,0.9581960439682007,"{'neutral_prob': 0.9581960439682007, 'non_neutral_prob': 0.04180389270186424}"
酒店的基本设施一般，但服务态度确实很不错，房间8楼以下就是新装修的，8楼的房间就比较成旧，洗澡有单独的整体浴室，水比较大空调的风也很足，这个宾馆好像是属于海军的南海舰队，地理位置也很好，靠近省委火车站...,正面,中性,0.36732712388038635,"{'neutral_prob': 0.36732712388038635, 'non_neutral_prob': 0.6326728463172913}"
根本没吃到我点的煎饼…,负面,中性,0.9716069102287292,"{'neutral_prob': 0.9716069102287292, 'non_neutral_prob': 0.028393110260367393}"
8点定的单子，店长11点才联系，也是醉了,负面,中性,0.8827764391899109,"{'neutral_prob': 0.8827764391899109, 'non_neutral_prob': 0.1172235980629921}"
肘子卷饼不好吃还贵,负面,中性,0.9900381565093994,"{'neutral_prob': 0.9900381565093994, 'non_neutral_prob': 0.009961886331439018}"
我已经超过十次入住该饭店，交通很方便，公车计程车搭乘方便，但是厕所较小，其他还行，建议宽频应该免费。,正面,中性,0.9496260285377502,"{'neutral_prob': 0.9496260285377502, 'non_neutral_prob': 0.05037399008870125}"
准时送达，味道非常鲜美,正面,中性,0.8633995056152344,"{'neutral_prob': 0.8633995056152344, 'non_neutral_prob': 0.13660047948360443}"
很好吃呀！海带丝再更入味些就完美了！,正面,中性,0.7185423970222473,"{'neutral_prob': 0.7185423970222473, 'non_neutral_prob': 0.2814576327800751}"
蛋糕忌廉奶茶和原味奶茶有什么区别？不带这么糊弄人的吧，又不是没喝过你们家的蛋糕忌廉奶茶，难道蛋糕化了？,负面,中性,0.8828547596931458,"{'neutral_prob': 0.8828547596931458, 'non_neutral_prob': 0.11714521050453186}"
说不要辣，总加辣椒，无语，不知道是系统原因，还是什么,负面,中性,0.8680732846260071,"{'neutral_prob': 0.8680732846260071, 'non_neutral_prob': 0.1319267302751541}"
"好吃又快,要是辣的能标出来就好了",正面,中性,0.9764230847358704,"{'neutral_prob': 0.9764230847358704, 'non_neutral_prob': 0.02357691340148449}"
今天送的很差…铁板煎鸡碎散，分量不足，并且菜特别少…,负面,中性,0.9511922001838684,"{'neutral_prob': 0.9511922001838684, 'non_neutral_prob': 0.04880781099200249}"
两次都超时，饭菜都凉了,负面,中性,0.8946020007133484,"{'neutral_prob': 0.8946020007133484, 'non_neutral_prob': 0.10539796948432922}"
臭桂鱼一点都不入味……荷塘三炒不知道为什么发酸，感觉像坏了，没吃，全倒了。送菜速度倒是很快。,负面,中性,0.9923461675643921,"{'neutral_prob': 0.9923461675643921, 'non_neutral_prob': 0.007653866428881884}"
土豆丝好吃土豆丝好吃,正面,中性,0.9047542214393616,"{'neutral_prob': 0.9047542214393616, 'non_neutral_prob': 0.09524578601121902}"
我不赶时间，肠多烤一会就好了，吃着就像稍微加热一下撒了点料～面条量有点少哇，别家的盒大一些，没什么汤汁都塞的满当当的，这就才半盒，还好点了5个肠。。。,负面,中性,0.9986518025398254,"{'neutral_prob': 0.9986518025398254, 'non_neutral_prob': 0.001348197809420526}"
平心而论，这个价位这个房间应该还算不错的，如果我没有碰到下面的几件事情的话：1、拿到房卡到了房间，居然是没有打扫过的2、房门的锁发生了两次故障（锁不上，从外面不用钥匙就可以打开），虽然服务员很快就修好...,负面,中性,0.9310425519943237,"{'neutral_prob': 0.9310425519943237, 'non_neutral_prob': 0.06895741075277328}"
感觉比在店里吃的时候粗糙很多,负面,中性,0.994063675403595,"{'neutral_prob': 0.994063675403595, 'non_neutral_prob': 0.00593633484095335}"
还好吧就是这个时间啊！两个半小时！也就1.5公里距离！这个时间1我走着来回两次都够了,正面,负面,0.6314414739608765,"{'positive_prob': 0.36855849623680115, 'negative_prob': 0.6314414739608765}"
榨菜太多了。红烧肉里有榨菜，还附赠塑料袋榨菜，太咸了。,负面,中性,0.9730002880096436,"{'neutral_prob': 0.9730002880096436, 'non_neutral_prob': 0.026999743655323982}"
下午都开始上班了，才送到手里，你说我吃还是不吃？！,负面,中性,0.9783437848091125,"{'neutral_prob': 0.9783437848091125, 'non_neutral_prob': 0.02165626920759678}"
出差过去，这店离开发区近，离机场也近，离市区太远，订了套房，外面刮风，呼呼的想，有点害怕，饭店设施还行，但生意冷清，没有多少人气，早饭比较差，基本没什么可吃的东西！,正面,中性,0.9710835218429565,"{'neutral_prob': 0.9710835218429565, 'non_neutral_prob': 0.028916407376527786}"
咖啡到了几乎凉了，还撒了好多，以后不会用百度外卖代购咖啡了,负面,中性,0.8471434116363525,"{'neutral_prob': 0.8471434116363525, 'non_neutral_prob': 0.15285661816596985}"
送餐速度快！可惜没有注意我订的是19:00送达，17:30就送到了。19:00还要再跑一趟！送来时眼前一亮，牛皮纸袋比塑料袋显得高了一个档次，订书钉封口自己给自己下降了一个层次。打开拿出用锡纸包裹好的...,负面,中性,0.6590300798416138,"{'neutral_prob': 0.6590300798416138, 'non_neutral_prob': 0.3409699499607086}"
忘送饮料了,负面,中性,0.9497755765914917,"{'neutral_prob': 0.9497755765914917, 'non_neutral_prob': 0.05022440105676651}"
漏发一份披萨，筷子没给，幸好自己有多余的，不然怎么吃，整体心情超差,负面,中性,0.7651534080505371,"{'neutral_prob': 0.7651534080505371, 'non_neutral_prob': 0.2348465621471405}"
还可以，鸡肉太辣了…,负面,中性,0.9994187355041504,"{'neutral_prob': 0.9994187355041504, 'non_neutral_prob': 0.0005813157185912132}"
2个小时送到的，气都不想生了，自己看着办吧,负面,中性,0.9651105999946594,"{'neutral_prob': 0.9651105999946594, 'non_neutral_prob': 0.03488938882946968}"
还可以，升级了行政楼层，房间一般，新但不算大。洗手间比较大，淋浴和泡浴分开，这是我升级的原因，因为宝宝喜欢泡浴。但五星级没找到有泡浴的浴盐有点失望。可以挑花香枕，但没挑，怕小朋友敏感。逛街还是很方便的...,正面,中性,0.9597604870796204,"{'neutral_prob': 0.9597604870796204, 'non_neutral_prob': 0.04023949056863785}"
"一般一般,面不是手工削的。不筋道",正面,中性,0.9997228980064392,"{'neutral_prob': 0.9997228980064392, 'non_neutral_prob': 0.0002771026047412306}"
80分钟才到，送餐员别袋子给捏破了也没说什么，薯条都已经凉了，很渣的一次送餐,负面,中性,0.994652509689331,"{'neutral_prob': 0.994652509689331, 'non_neutral_prob': 0.0053474209271371365}"
最近一直订这家的外卖，相当不错，够味儿，快递小哥也是棒棒的！,正面,中性,0.8721573948860168,"{'neutral_prob': 0.8721573948860168, 'non_neutral_prob': 0.12784256041049957}"
"一般我是懒的去评价住过的酒店的,这次选择""金泰海博"",是因为新公司就在对面,图个方便,但是,住过3天后,让我太失望了,我觉的不吐不快:1酒店正门在马路背面,第一次坐车去会习惯的开到马路旁边的前面,结果...",负面,中性,0.9197881817817688,"{'neutral_prob': 0.9197881817817688, 'non_neutral_prob': 0.0802118182182312}"
花卷每次斗一定要买特别好吃,正面,中性,0.7873464822769165,"{'neutral_prob': 0.7873464822769165, 'non_neutral_prob': 0.2126535028219223}"
