review,label,neutral_score,source
第二次入住，感觉还行。但3个老外都反映床太硬。另外外面正在施工，机器声音很吵，在我们的要求下给换了房间。早餐和自助晚餐都一般。如果嫌5星酒店的价格太贵的话，可以考虑中油。,2,1.2,htl
酒店周边环境一般，酒店内设施不错，感觉还挺新，价格也尚可接受。,2,0.8,htl
我5月30日入住，6月1日退房，但比较离谱的是当我5月31日外出办事时，回来竟发现房间已经checkout，当时我极其郁闷，酒店也很纳闷，幸好房间我没有放任何私人物品。还好，酒店的应急方案不错，并送了一份水果致歉，最好告诉我说是新来员工摆乌龙，这个理由有点勉强。,2,0.9,htl
并没有所说的色情电话，服务态度还行。我很晚才到达酒店，然后想吃饭，酒店的餐点时间已经结束。然后我让服务员帮我买吃的，3菜1汤和1盒饭竟然要了我120。贵是贵，不过忍了，只是住一宿而已。希望服务员改进职业道德，不要乱砸人。,2,1.2,htl
接机服务不错，就是携程不含早餐不好，488的房间感觉也还可以。总体4分,2,0.9,htl
定了高级湖景房，前台给了最高的23层。房间非常舒服，而且早餐也很丰盛。只是看出去的白鹭洲公园景色一般。可能住标准客房更实惠些。,2,0.8,htl
环境还可以，房间不大但也不是太小，够住了。写字桌前的落地灯离得太近了，每次移椅子都会碰到，另外有一点就是隔音效果不好，夜间车子路过的声音有点吵，其它的还行。,2,1.7,htl
"这是我经常住的酒店,主要原因是请我的客户来南京的,距离我公司很近,酒店本身还可以,价格涨了,但是酒店门脸不显著,不像是4星酒店.如果可以,加一点钱,就可以住中心大酒店了,很气派.距离国信200米",2,0.9,htl
元旦时候入住的，一直没时间评价，房间很大，就是床单很硬，胳膊和背上都磨的很痛，不过住的还可以，希望把床单换掉,2,0.9,htl
"还可以的酒店,大大的玻璃窗户,可以坐在窗台品着红酒,看市景看星星.房间设施稍显陈旧,不过可以再住.距离大型超市很近,红酒就是在那里买的,呵呵.",2,0.9,htl
中规中矩的五星级酒店，但酒店双人房床较小，其他还可以，毕竟也是连锁酒店。另外，酒店的大堂确实有些气势！,2,1.7,htl
总体还可以，早餐很丰富，我一般吃过早饭连午饭都不用吃了。没有像其他人说的那些问题，不过最不能忍受的是房间的味道真的是难闻，应该是中水的味道吧，我几乎是天天开窗。,2,1.7,htl
挂五星实在有些牵强。卫生间太小，还不如呼市国航四星的大，房间暖风给的太早，又没有冷风和换气，热的人实在难受，只得开着窗，开窗又太吵。早晨赶飞机结帐，必须等服务员查房，简直就是三星级服务，呼市的国航四星都不查房了，十几位客人在大厅里等，大家都很奇怪：这样的房间有什么可拿的？不知道他们查什么。唯一还行的就是410一天房价了，但当地人还是说太贵，等香格里拉开业，这里也就250了。,2,1.2,htl
应该算是仪征最好的酒店了，四星的设施，三星的服务。遗憾的是某些设施还并未开放。早餐很一般，连收盘子的服务员也没有，与其四星的标准不符。,2,0.8,htl
"房间以及环境都不错，用房卡到四楼的五指生足部保健还可以打折。就是退房时速度有点慢！免费注册网站导航宾馆索引服务说明关于携程诚聘英才代理合作广告业务联系我们Copyright1999-2008,ctrip.com.allrightsreserved.",2,0.9,htl
外观较旧，早餐一般，免费升级到豪华房，感觉还不错，热水很慢，要放很久才有。前台结账用的信用卡，不知为何至今收不到信用卡的付费信息，似有问题。,2,0.8,htl
"酒店离市中心公共交通不是很方便,打的一般在11-12元。酒店的早餐很丰富，考虑的很周到。有粥、面条、蛋糕等等，牛奶是鲜奶。",2,0.8,htl
房间一般，商务大床房间和浴室之间用玻璃墙隔开，装修还应该算是四星级酒店，电视机比较小而且国外的卫星频道只有CNN和BS2，停车场免费,2,0.8,htl
网上定了个行政标间，还用信用卡担保的，到了后却被告知有客人没退房，改成了一般套间。但酒店还算可以，提供了免费上网和两个免费早餐。,2,1.2,htl
整个酒店比较老款，不过酒店的客房设计非常摩登洁净，除了面积比较小（不管是行政楼层还是一般楼层，似乎都是一样的大小），其他均满意。,2,1.2,htl
环境还不错，服务也还可以。环境比隔壁香格里拉也差不多，但是就便宜了许多。想游泳，但是被告知泳池在装修不开放，比较郁闷。前台小姐们比较吝啬自己的笑容。一次乘马自达到达的，门口没受到什么服务；一次乘进口奥迪到达的，就有人帮搬行李下车了。没人帮送行李去房间，估计看我们是中国人，没小费吧。难道要我去学两句日文？可是我不想学啊。在二楼西餐厅吃饭和一楼大堂吧喝茶的时候，看到里面很多打扮妖艳说话口音各不同的女孩子，希望我是猜错了……如果我没猜错，和她们在一个地方吃饭不太舒服。,2,0.9,htl
房间不算大，中规中矩。北方的服务就真的不敢恭维了，CHECK-IN后都没有服务生帮你拿行李到房间去。周围都是酒店没啥逛的，自己吃早饭可以去万豪和喜来登之间那条路的永和豆浆店，很便宜。,2,0.8,htl
"酒店位置不错,房间设施太旧,早餐还好.总体感觉一般",2,0.8,htl
房间较为宽敞，服务一般，退房较慢，早餐尚可，但二楼中餐厅贵的离谱了，靠近01、02的房间经常会受到下面打保龄球的震动声，像是打雷一样。但总得来说在天津此价位带早餐及宽带的酒店，此酒店算是物美价廉了。此酒店可以推荐住。,2,1.2,htl
"硬件不错,商务酒店里面算是有特色的了。服务中等，前台不错，但房间服务一般般。价格比较贵，不过行政间大抵都这样子。位置有点偏不太好找，出租汽车司机有些找不到，说是万象城附近，但要绕进去",2,1.2,htl
"里面环境还行，那一片绿色还是很令人舒畅的，早餐较差。下一页>>免费注册网站导航宾馆索引服务说明关于携程诚聘英才代理合作广告业务联系我们Copyright1999-2008,ctrip.com.allrightsreserved.",2,0.8,htl
这年头居然宽带还要收费，发了2封邮件用掉80多元，有点想钱想疯的感觉。酒店房间一般，就这样子，交通还算便利。唯一好的是自助餐厅，去的时候真好半价，性价比较高总之，我不会住第2次,2,0.8,htl
在香港难得有那么大的房间，不过就是卫生间旧了一点。对于去香港血拼的人来说这是最好的选择，因为酒店就在海港城内，偌大的海港城逛一星期估计也难以逛全，逛累了还可以直接到酒店歇一歇,2,0.9,htl
房间环境还行，还有液晶电脑，晚上还有水果，就是周围购物要走点路，整体还行,2,0.8,htl
酒店设施很陈旧（预定时携程网是提醒过的），卫生也一般，与四星标准有些不般配；房间钥匙是查卡（芯片）式，由于用的时间长了，接触不良，经常开不开门，连服务员也要连试几次开行，很不方便。,2,0.8,htl
这个酒店非常不错，环境也还可以，价格一般，不算是最低的价格。,2,1.3,htl
房间还可以，床和枕头都蛮舒服的，就是靠马路有点吵。总的来说还可以吧，以后去还会继续住的。,2,0.9,htl
四月清明假期去的，早餐一般，停车场不够，晚上晚一点回去就要停到对面没人管的空地。,2,0.8,htl
环境一般，房间还可以！交通不是很方便，服务也是一般化！,2,1.3,htl
环球城大酒店整体来说还是比较满意哦！房间比较宽敞，有阳台，站在阳台吹吹风很舒服。价钱稍稍贵了些，早餐一般吧！我们住了二天，还好第二天早餐喜欢吃的鸡翼吃哈哈！打扫房间服务员态度挺好的，值得表扬。可是住在亚龙湾去海边很方便，可是去市区吃饭就稍远了些。补充点评2007年11月12日：入住酒店的人也不算太多，健身房是免费的，我们也去玩了一下哈哈！,2,0.8,htl
其实这个价格相对这个状况的酒店已经不便宜了（360元），这个季节，这个城市乱七八糟的。但是相对这个（4星）级别的，已经算是还可以了,2,0.9,htl
酒店背山面湖，地理位置优越，经营面积在当地算大，闹中有静，天然优势比较明显，看得出以往曾经有过一段辉煌的历史，但不知什么原因现在反而不舍得投入去做日常的维护和保养，各项设施比较破败，服务人员也少，服务质素一般，房费偏高，但就其地理位置的优越性而言，好象可替代的酒店不多，鉴于其地段和自然环境的优越性，所以下次去还是会选择入住。,2,1.2,htl
据说是秦皇岛还不错的饭店，但是感觉硬件设施一般。卫生间很旧，而且有异味。个人认为，整体来说，价钱偏高了。后来去了海边，认为那个假日酒店应该更好些。服务没有什么问题，但是也没有什么特别值得一提的地方。,2,1.2,htl
还不错的一家酒店，位置比价安静，房间也还不错，就是出门打车要走出一段距离。酒店商品部的服务很一般，态度极其冷淡，应该下岗。,2,1.2,htl
住在9楼，还能看到江景。不错。位置倒还一般。到机场30分钟，也不堵车，不过这个路程，在重庆却是不算近的了。就是结帐外卡不能用，与网上说的有点不符，也没什么明确的理由。,2,1.2,htl
"房间格局还可以,但是从4星级的酒店角度看，没有浴缸也不失为一美中不足",2,0.9,htl
位置挺好，标准间特宽敞，服务水平一般．若到星海广场玩一天并晚上观看剧场真人秀可选此店入住．,2,0.8,htl
"这家酒店我是到那里才预定的.认为CTRIP的价格没有竞争力.房间可以免费宽带上网.房间大小适中.给我印象最深的是针线包.里面有纸尺,迷你剪刀,十种颜色的线,两根针.早餐对五星来说品种不多.味道、服务、环境还不错.还可以免费使用保龄球1小时.而且不查房.只问一下使用过冰箱里的食品吗?前台也许太忙了,让我等了一段时间,但说了抱歉,久等.但是在走廊遇到的服务员招呼也不打,不太符合五星标准.",2,0.9,htl
当地最好的酒店！但是五星级酒店不是地方标准，所以在硬件一般的情况下，还得在服务上狠下功夫，向优秀的五星级饭店看齐。,2,1.2,htl
在株洲基本没有别的选择了，只能这家！总体房间还可以，但是吃早餐的地方太小了，非常拥挤，而且品种也很少！,2,0.9,htl
黄金地段，算是性价比比较高的吧，但是环境一般~~,2,0.8,htl
"哈哈哈哈.....居然还可以继续评论啊那就给满分了下次去了继续住忘记说了,有房内按摸的服务的可惜没时间去试了,下次去还会住的......",2,0.9,htl
贵宾楼的房间还比较有档次。但是大床间里，机顶盒的信号奇差！浴室里没有浴缸，拖鞋质量不好，床上用品业一般。国际饭店的环境还是不错的，闹中取静。,2,1.2,htl
酒店还可以，就是性价比不高，要是便宜点就好了。,2,0.9,htl
环境还行。服务质量不高～～前台接待员缺乏礼貌用语，行李没有服务员运送，也没有导行的服务员。进了酒店要自己做所有的事，包括找自己的房间。,2,0.8,htl
地点还凑合，离十字路口也就一个街区。房间比较陈旧，老式，唯一的亮点就是卫浴设备。最大的不满就是在入住的3天里光我在店的时间就停电3次，令人失望。补充点评2008年3月3日：对了，酒店提供的免费送到车站的服务十分贴心，还是比较满意的。不过这个价格在椒江还是高了，后来又去了一次住的园丁商务酒店就实惠很多。,2,1.2,htl
房间装修虽然旧点，但是格调还行。服务员不错，我那天忘记把衣服带走，过了好几天还能找到。,2,1.2,htl
总体服务不错，高级房装修还可以，隔音太差，空调声音吵。但总体尚可,2,0.9,htl
地理位置还不错，就是房间隔音比较差，性价比还可以了,2,0.9,htl
还算不错。要说是4星，设施还差点。不过，泰安酒店普遍不好，这个也算凑合了。,2,1.2,htl
客观地说，应该已经是石家庄最好的酒店了，各方面都还可以，房间稍微有点旧了，毛巾不是很白。不过下次还会选择,2,0.9,htl
"房间设施可以,但空间偏小,客房电梯很特别(没房卡上不去),很适合某些人使用(偷吃).....前台服务一般....",2,1.2,htl
"房间内饰尚新,服务也比较好.稍感不便的地方是坐电梯的时候必须插入门卡.(虽然目的是为了客人的安全)但是实际上给客人造成的不便估计更大.从楼层到地下停车场需要到一层转换电梯.还有值得注意的是部分房间内部有和隔壁房间的门.这种房间隔音效果差.一般隔壁看电视,干什么事情的声音都能听见.如遇到这样的房间建议换房.",2,1.2,htl
这家号称四星级房间装修一般一般不过地段好得不行离海边也近占地面积很大房子的格调就像蓬莱阁一样的灰瓦白墙五一期间的价格300/晚可以接受就是有一个特别不满意的地方在前台付的现金押金最后退房时居然告知不能刷卡消费也就是说付押金的时候选择预授权就可以刷卡消费付押金的时候付现金就不能刷卡消费这实在不符合这个星级标准有够死板建议即将入住的朋友们注意这点,2,1.2,htl
"总体评价一般或者还行吧,只是性价比有些偏高,服务还行,尤其是大堂的大河旅行社,早餐相对丰富,豪华间不值,除了面积大些,个人而言不比普通间好在哪里",2,1.7,htl
酒店设备，环境都还可以，就是早餐不怎么样。而且晚上有不明电话。女士接起来以后说是要不要足底按摩。希望可以改进。,2,0.9,htl
"交通比较方便.机场班车就在门口(回程在对面中山酒店),去西湖/黄龙等就在酒店正对面坐K16.酒店方面中规中矩,有一定性价比,服务有待加强.下次去还会选.宾馆反馈2008年8月12日：非常感谢您选择入住我们酒店。在今后的服务中我们会加强培训，为宾客提供细致、周到、全面、快捷的服务。再一次感谢您的宝贵意见！衷心期待您的再次光临！",2,0.8,htl
"很不错的酒店,服务和设施都中规中矩.好象宽带有点慢.",2,0.8,htl
"总体感觉不错.价格适中.用餐条件一般.酒店自己的餐厅不太好,隔壁的大连海鲜餐馆尚可,但不能在酒店客房签单,不是很方便.",2,1.2,htl
房间整体感觉不错，有家的感觉，但床比较小，而且给我们的房间阳台外面就是锅炉台，有一股味道。早餐一般，没有想象的好。酒店附近的环境不错，边上就是家乐福，购物吃饭都很方便。,2,1.2,htl
在上海少见的带游泳池的酒店公寓，周围的环境很不错，超市、饭店、酒吧等很多，不去市中心还是不错的。房间超大，装潢、设施一般。有厨房，但餐具等居然要租赁，似乎不甚合理。游泳池很小，不知何故水呈绿色（可能是瓷砖缘故），不如蓝色的游泳池舒服。早餐一般，不够丰富，早餐厅可以晒到太阳，蛮好。员工服务需要提高，至少应让客人感觉到亲切和微笑。,2,1.2,htl
总体还可以！但是网络太次了，对于商务出差的很受影响。公众网都很慢，别提公司的VPN帐户了，根本就是时断时续，而且只能收不能发！在大连头一次碰到这种事情！,2,0.9,htl
酒店地理位置还不错，离外滩、步行街都满近的。我住的是单间，不靠马路，以为会比较安静，哪知窗子外面是酒店内部的一个铁制楼梯，夜晚常有人走过，咣当直响，还有边走边唱歌的，受不了。除了前台小姐面无表情，其它都还行。,2,0.8,htl
"因这酒店不在市区,所以总体服务环境还可以,但二楼吃饭的餐厅有点贵了.",2,0.9,htl
服务还可以，价格不贵，周边交通还是比较方便，早餐一般，可选比较少,2,1.3,htl
房间还不错，挺大的，早餐一般。酒店周围环境还可以，吃饭比较方便，正如之前的客人所介绍的，酒店也不知道是该叫前面还是后面的，有几个饭店可以吃饭。也是赞同关于之前的点评中的意见，为什么不送饮用水啊，现在国内很少有酒店不送饮用水的,2,1.3,htl
"总体还行,只是让人觉得不像4星级酒店.设施及环境还是差了点.价格也偏高.不过房间还是很舒服的,面积也很大.点评者",2,1.2,htl
"湛江最好的酒店了,房间比较新,周围环境一般,总体的服务也不错.补充点评2008年7月6日：酒店的大堂非常大,也很漂亮",2,0.8,htl
"马马乎乎!能住.标准不要太高.在小街上,出门没法打车.还行!住吧!",2,0.8,htl
出租司机一般不知这个酒店，北京汽车大厂前的路牌太细，出租司机看不见走过头，应将路牌加大。房间还算不错，比较宽敞、乾净，提供的卫生用品还可以，但工作桌子上的桌灯没有充足光线，不能阅读，工作不方便。宽带速度还可以。枕头太僵硬而没有弹性，床相对较软并不配合。,2,1.7,htl
前两天去上海住在古北湾酒店。对酒店的服务感觉还可以。早餐也不错。房间设施稍微有点陈旧。不过对于短期出差来说还是比较合适的。酒店离虹桥机场很近，在国内转飞机的话有利用价值。离市区就比较远。总的来说根据出差目的和地方，古北湾是值得考虑使用的酒店。,2,0.9,htl
"住的是大床房,但是房间小的可怜,设施还行,楼下的路上小摊很多,都挺好吃的.酒店楼下是手机卖场,一大早就很吵,楼层高点话还可以忍受.",2,1.7,htl
"位置好,出门走5分钟是西湖.湖景房是大窗可以看到西湖.酒店服务一般.早餐品种少.宾馆反馈2008年8月11日：非常感谢您能选择入住我们饭店，您所提到的早餐问题，如果方便的话请进一步联系我们，我们将在今后的工作中逐步加以改进和提高。感谢您的点评，衷心期待您的下次光临!",2,0.8,htl
酒店比较老，设施一般，但是服务相当好，价格也比较合理。值得推荐。,2,1.2,htl
酒店位置不错房间一般但是早餐还是不错的餐厅比较好对得起价格下回应该还会住,2,1.2,htl
位置不错，购物方便，但是房间太小，同等价位在东莞这个地方没有竞争力，服务一般，前台都不懂得英文，酒店也不够大气。,2,1.2,htl
特别感谢工号0649的崔小姐（手机号136134462**），下次到太原出差一定要当面感谢她的。我是4月10号入住的，11号一早赶班机，把一条项链丢在了客房，直到回家都没有发现，还是崔小姐主动打电话和我核实，而且自己掏钱帮我寄了回来，并且多次去邮局帮我查询，这种精神太难得了。非常感谢！酒店门前确实有黑车，本来对酒店印象很一般的，但有这样的员工很让人感动。下次去太原一定还会入住的！,2,1.2,htl
第一次在宁海住酒店，印象最深的是服务好，无论在哪碰到服务生都会微笑地打招呼。住的是标房，房间挺大的，但床有点硬，不太舒服，早餐非常一般,2,1.2,htl
我感觉还行吧，至少洗衣服务挺快，硬件环境虽然一般，但是毕竟我是考虑离机场比较近，随便住一宿，第二天早上赶飞机，所以，其他一切也就无所谓了,2,1.7,htl
称作4星，有点牵强，不过酒店下面的朝鲜料理还可以，还有歌舞，的确不错。想感受一下朝鲜风格，还是可以一试的。,2,0.9,htl
1.8月入住的该度假村，环境确实如网上大家所述，不错，挺满意的。省道上的标牌也够大够明显的。2.入住时可能正遇上该度假村接待一个中行的什么活动吧。说是网上预订的风景房，结果给的房间只能看到浓密的树杈！（莫非这也是一种风景？）3.尽管服务员帮我们换了个树杈不是很浓密的房间，但离我预想的风景房好像还是有所差距的。最后给的解释是：要看风景最后还是到屋外去。晕！4.早餐尚属一般，但服务各方面都是不错的。尤其是停车场，还要求我们按其要求的一致方位停靠车辆，够可以的，赞一个！5.该村最大的优点就是，风景不错，有点世外桃源的感觉，尤其是还有室外游泳池和网球场。（尽管我没机会享用）,2,1.2,htl
出差过去，这店离开发区近，离机场也近，离市区太远，订了套房，外面刮风，呼呼的想，有点害怕，饭店设施还行，但生意冷清，没有多少人气，早饭比较差，基本没什么可吃的东西！,2,1.2,htl
相对比较旧，早餐吃的东西一般，很郁闷的是牛奶居然是奶粉冲的！！！！,2,0.8,htl
"在南阳来讲总体还行,毕竟可选择少少,总体性价比有些偏高些",2,0.8,htl
"住的是268的转角房.整个酒店的感觉还不错,在南阳已经不错了.可能是房间比较小的缘故,卫生间门不关的话,房间里会有一点气味.结帐的时候前台表示不能修改清单的内容,得去商务中心重新打印要花5块钱,这个比较不方便,其他酒店都可以免费改的.早餐很一般,不像4星级的.总的来说,还是推荐的.",2,0.8,htl
这是第二次入住了，因为出差需要，在安庆，确实也没有其他地方可住，酒店整体环境优雅，房间设施一般，不过卫生还可以，每次入住后，习惯检查一下床面是否整洁，近期出差，入住的酒店中，只有这一家未发现床上有残留的头发等异物。,2,1.7,htl
去开展会，住住还行。距离会展中心不是很远，交通也比较方便,2,0.8,htl
"房间条件一般般,但位置还不错,离火车站不算远.服务还可以,早餐不错.",2,1.7,htl
服务一般，环境还可以，位置相对偏僻一些，商务中心的刀子奇快无比。,2,1.3,htl
1、环境相对较安静，房间设施和整体效果很一般；2、早餐可吃的选择性不好，感觉东西倒是丰富、但可吃的比较少；3、房门的隔音效果不好（好象是很多酒店的通病）。,2,1.2,htl
来武汉出差很多次了，这次经朋友介绍，住在海怡锦江大酒店。外表看来的确一般，但住进去后，感觉还不错，小巧精致。首先地理位置好，隔壁就是省政府，早晚出门就可在洪山广场散步，交通非常方便，闹中取静，朋友说这里属于武昌的中心地段。特别喜欢房间里的数字电视还能上网，书桌上还也配了液晶显示屏电脑，网速是我曾经住过的酒店最快的，且不收费，这是让我最满意的。楼下有位朋友说，卫生间太小，其实只是淋浴间不是太大，我这近1.80的个子也还行啊，哈哈。不过我还不喜欢浴缸呢，总让人不放心。携程价格嘛也还行，我在网上比较过，和周边酒店相比还是物有所值的，员工服务素质还行，有机会还会住这里的。酒店的机场大巴经询问大堂经理说，是由于机场大巴路线调整，机场单方面临时取消，酒店方还在努力。但愿酒店努力成功，这样就更方便了。只是房间的地毯有些陈旧，服务员说，酒店马上就要更换了。,2,1.2,htl
就在机场对面，走到机场就5分钟吧，如果要赶飞机的话住那里还蛮方便的，里面的设施就一般了，3星的标准吧,2,0.8,htl
"我们入住的是家庭房,外部靠山路,本担心会吵,入住后发现窗户隔音还不错,内部环境尚可,早餐一般.卫生间的淋浴出入量挺大,沐浴感受不错.如果连续两天均要去海边,建议住在连岛内.",2,0.8,htl
在昆山属于比较好的酒店了，如果价格低于500元，性价比就更高了。总体还行。,2,0.8,htl
"酒店和房间的基本设施都还行,就是服务还需跟上",2,0.8,htl
"房间挺大,条件也可以,就是通过携程无早餐,自订狂贵,而且价格也多变,一会收30,一会收48,各部门之间又缺乏联系,送的软饮,结帐时有要收费,软件服务要跟上,不过总体还可以.",2,0.9,htl
环境安静，空气好，交通也还算方便，但是房间旧了点，早上自助餐一般,2,1.2,htl
"酒店的硬件没得说可以说是一流.对其硬件非常的满意但是他们东北的服务意识真的让我怎么说,就那样了,.因为东北太干了加上他们空调的暖气开的较高,早上我起来流鼻血了,等我退房他们前台居然告诉我他们酒店有加湿器可以使用,天哪!我向他们反映时没有人和我说有加湿器等我退房了居然说可以使用加湿器来使人体在干燥的房间里舒服一点!MyGod!Nothingtosay!",2,1.2,htl
酒店还可以，就是冬天没有暖风，冻的不行。,2,0.9,htl
"房间紧张---由于地理位置,这个酒店的房间通常都很紧张.房价高---285虽然不多，但是要记住这个是经济型酒店.在这个价位不太经济.布局好---本次的房间有一个办公桌,足够大,比以前在电视前面打电脑要好多了.服务一般---这个如家根本没有任何服务可言.推荐入住.",2,1.2,htl
"房间比较一般,可能是去的晚了.盘锦的酒店普遍一般.周围环境还凑合,关键是离长途汽车站比较近,还是比较方便的,其他没有什么突出的地方.",2,0.8,htl
"不错的酒店,不过个别房间窗户只有一半,非常压抑.住了第二天赶紧换掉了.游泳池值得一去,比起一般的酒店,这个算是比较大了.不过要走过一小片健身区,路比较滑.有服务生一直在擦干,很辛苦,值得表扬.房价合理,还是值得住的.",2,1.2,htl
酒店的地理位置不错，就在西街的一头。房间设施还可以，在当地应该是比较好的。我们预定的观景大床房，能够看见西街上来来往往的游客。晚上由于西街上的餐馆生意较好，声音有点吵，但还不至于睡不着。总体来说，在阳朔当地应该是一家比较好的宾馆，老外也特别多。,2,0.9,htl
"房间设施比较陈旧,特别是电视机比较老,遥控器一直不好用,虽然经过服务员修理但是还是不太好用,服务态度还可以,大堂很气派,但是房间感觉没有四星的标准,房间内也没有食物,很不方便,需要的时候要给服务员打电话,时间较久,但是江景很美,交通确实不很方便",2,0.9,htl
推荐！！地理位置一走出来就是尖沙咀热闹地方，也就5分钟，性价比很高！一条路上还有君怡那个宾馆，但是好像君怡比它贵点，其实走出来也没差多少步，肯定这个核算！房间小一点，不过觉得还不错，意外还可以看到远方的海景，我住21楼，景色舒服！总体上来说不错！只是周围2个便利店没有什么花头。。。。。,2,0.9,htl
整体感觉还可以吧，价格方面在厦门还算可以，叫了餐服，服务态度还不错，房间感觉不是太好，用的洁具都很一般,2,1.3,htl
还好住的地方居然窗口是对着居民区的设施一般般床不错,2,0.8,htl
4月12日住了一天，感觉还可以。是先前住在政协宾馆的，设施太差了，卫生条件也不好，才换到国贸来的。但是价格也有差距啊，政协420国贸820,2,0.9,htl
房子还凑合，但是硬件不行，不象4星酒店，服务还可以,2,1.7,htl
"各方面都还行.只是可能因价格便宜,客人素质较差.常有在走廊上大呼小叫.",2,1.2,htl
地理位置不错，酒店内装修风格和设施一般，早餐不错，服务好。,2,0.8,htl
"房间不错,大堂不怎么样,服务水平一般,早餐还过得去",2,0.8,htl
酒店环境还可以，特别是一对白虎很吸引人，但房间一般，价格偏高，达不到五星的标准，而且吃饭特贵，周边没有任何配套设施，有点“宰人”的嫌疑。,2,1.7,htl
1.房境四人家庭房境非常理想，房格，有一足以可以容四人的大床、大人床，同，房亦到有半放式的睡眠，附有一客接，一千尺的房已有著林境及少水上的大露台，入房的第一刻真的被迷人的境而吸引，原定有密行程的我也有因著此而欲多留於房及酒店作息及享受。2.酒店修酒店境主突，就是「大自然物」，大堂感休，修很有特色，如:很花心思，以物本作，加上有一主及座的白虎林和火烈林都是很吸引人的地方，置身於必地方，我每次都很快。非常正！非常意休。3.支援服酒店游泳真是很藉得一到，一方面泳池面一般酒店大，人流不多，不需付，房客可前往，手。另方面，泳池放亦至十一，晚游也可以，真是很富。另方面，面泳池亦有健身室，有十多件常的器，最好的是有值同事教授及作支援。酒店客人各附近的票有惠，在是很重要的，亦提升了我的趣，不然最好完成理入住手後才票。4.交通配套:酒店有接巴士往返水上和州站。但建大家需事先向酒店查，因最奇怪的是乘的地方不是大或附近，而是在一蔽的地方，最好於抵酒店先去看看。因即使也不一定知道班期或很多候他都是建客人乘的士。5.整分:由於我不是旺季入住，加上我程房，合理，酒店人流少同又提升了我的享受程度，真正。且我地又一心一意「主攻」酒店附近的三施，「隆之旅」真叫我同行的四人都有一非常正的「叉」回同感受。,2,1.2,htl
"五一节去的，住的是家庭房，别的倒还可以，不过不知道为什么房间里蚊子特别多，全家被蚊子咬的伤痕累累，亲手消灭了3只蚊子，然后仔细察看了一下墙壁和家具，有好多陈年的血迹，估计是前几批住客消灭蚊子后留下的。在杭州户外两天都没有被蚊子咬，在这家宾馆一晚上咬得倒是挺多的。补充点评2008年5月22日：总体来说去了两次杭州都是住这家宾馆的，感觉挺好的，第二次入住，还因为是老顾客送了一份水果，感觉很温馨。谢谢了！宾馆反馈2008年5月22日：尊敬的宾客,感谢您的点评.非常抱歉,近期酒店已安排专业的杀虫公司进行灭蝇防蚊工作,房务中心也准备了灭蚊片供客人使用,希望在您下次入住时能有更好的环境.期待着您的再次光临!",2,0.9,htl
"酒店位置很不错，就在解百后面，也好找，大堂环境布置和服务台态度都很不错，符合酒店星级标准，唯一不太满意的就是房间内部的装饰最多只有三星的水平，不是很令人满意补充点评2008年5月20日：另说明此次入住的是508元的豪华大床房，房间内空调风机声音实在是有点响，另外早餐是另外购买的，28元，不是很贵，但早餐也一般，作为四星的，可以价格再提高，把内容也提高才更符合啊宾馆反馈2008年5月21日：尊敬的宾客,感谢您的点评.我们已将您的意见传达到餐厅,以作改进.同时我们也将关注客房的装饰问题,真诚期盼您的再次光临!",2,1.2,htl
应该是亦庄经济技术开发区最好的酒店了，交通便利，环境安静。只是房间比较小，前台服务态度一般。,2,1.2,htl
感觉比较温馨，价格也比较适合于一般商务。,2,0.8,htl
也是冲着这楼下诸位旅友的评价去的，连住了几晚，感觉酒店的整个经营思想还是颇有独到之处的，整个运行结构颇似欧洲的中低端旅店，感觉务实简洁，亲切与温馨。房间隔音确实不行，尤其是经常听到服务员在走道里大声说话（这在欧洲旅店可是难以想象的事情），酒店后面有个楼盘的工地，白天略有噪音。醉月轩的菜的确味道一般，另希望进一步加强客房的打扫清洁工作，住了几天，身上有蚊虫咬痕，奇痒难忍至今未愈。希望你们做的更好所以说了那么多。,2,0.8,htl
"环境还是不错的,但是洗手间实在是太小了,而且也没有送雪碧或可乐,本来说通过携程订房是有送的,不知为什么没有送,早餐一般,68元不值这个价宾馆反馈2008年8月6日：感谢您选择并入住苏州人家,您提的宝贵意见,酒店管理层会及时采纳,并对工作中的遗漏事项加以分析整改,同时我们也期盼您的下次光临!",2,1.2,htl
酒店离观全街很近，整体环境很有苏州小桥流水人家的风味，酒店内部环境幽静，园林式的花园就像住在古代大富人家的感觉，就是房间的面积很小，卫生间更小，床是大床但也比一般酒店的标准尺寸小一些。,2,1.2,htl
住的的是两房一厅，卧室偏小，到卫生间要路过客厅和门厅，不太方便。服务尚可，早餐以欧式为主。入住时正好是端午节，还送了一盒粽子，蛮人性化的。总体来说还行。,2,0.8,htl
